Track_150,4,2369,652,546,592
Track_200,1,599,599,599,599
Track_Accel,2,1148,600,548,574
Track_Decel,3,1903,704,599,634
Track_UTurn,6,2708,475,423,451
Turn_F,6,1172,209,157,195
Turn_L,3,1583,546,492,527
Turn_R,4,2079,546,493,519
Turn_T,2,1675,838,837,837
Turn_LB,1,442,442,442,442
