Track_150,4,2555,703,600,638
Track_200,1,599,599,599,599
Track_Accel,2,1147,600,547,573
Track_Decel,3,1849,650,599,616
Track_UTurn,12,5377,476,398,448
Turn_F,6,1223,233,156,203
Turn_L,3,1479,546,441,493
Turn_R,4,1999,597,390,499
Turn_T,2,1752,889,863,876
Turn_LB,1,391,391,391,391
