Track_150,4,2450,652,599,612
Track_200,1,650,650,650,650
Track_Accel,2,1200,600,600,600
Track_Decel,3,1903,652,599,634
Track_UTurn,6,2690,475,423,448
Turn_F,5,1016,234,156,203
Turn_L,3,1376,494,441,458
Turn_R,4,2052,572,442,513
Turn_T,2,1744,908,836,872
Turn_LB,1,494,494,494,494
