Track_150,4,2599,749,600,649
Track_200,1,600,600,600,600
Track_Accel,2,1200,600,600,600
Track_Decel,3,1950,650,650,650
Track_UTurn,6,2622,481,401,437
Turn_F,6,1093,200,146,182
Turn_L,3,1501,550,451,500
Turn_R,4,1951,500,451,487
Turn_T,2,2340,1170,1170,1170
Turn_LB,1,400,400,400,400
