Track_150,4,2453,705,548,613
Track_200,1,599,599,599,599
Track_Accel,2,1017,521,496,508
Track_Decel,3,1800,652,548,600
Track_UTurn,9,4113,502,397,457
Turn_F,6,1196,260,156,199
Turn_L,3,1662,597,468,554
Turn_R,4,2179,597,492,544
Turn_B,1,1018,1018,1018,1018
Turn_T,2,1740,883,857,870
Turn_LB,1,493,493,493,493
