Track_150,4,2554,703,599,638
Track_200,1,599,599,599,599
Track_Accel,2,1148,600,548,574
Track_Decel,3,1903,652,600,634
Track_UTurn,18,8039,501,344,446
Turn_F,6,1197,260,130,199
Turn_L,3,1584,597,493,528
Turn_R,4,1975,571,441,493
Turn_T,2,1798,909,889,899
Turn_LB,1,468,468,468,468
