Track_150,4,2553,703,599,638
Track_200,1,599,599,599,599
Track_Accel,2,1122,601,521,561
Track_Decel,3,1903,653,599,634
Track_UTurn,6,2798,503,396,466
Turn_F,6,1121,261,130,186
Turn_L,3,1479,597,416,493
Turn_R,4,2078,546,492,519
Turn_T,2,1717,883,834,858
Turn_LB,1,443,443,443,443
