Track_150,4,2711,756,651,677
Track_200,0,0,0,0,0
Track_Accel,2,1303,704,599,651
Track_Decel,2,1197,651,546,598
Track_UTurn,11,4920,475,423,447
Turn_F,4,757,235,156,189
Turn_L,2,987,546,441,493
Turn_R,4,1897,545,416,474
Turn_T,1,811,811,811,811
Turn_LB,1,390,390,390,390
Turn_RB,1,416,416,416,416
