Track_150,4,2635,834,547,658
Track_200,1,599,599,599,599
Track_Accel,2,1043,548,495,521
Track_Decel,3,1903,652,600,634
Track_UTurn,6,2610,501,371,435
Turn_F,6,1199,260,130,199
Turn_L,3,1608,571,492,536
Turn_R,4,1971,519,466,492
Turn_T,2,1746,883,863,873
Turn_LB,1,494,494,494,494
